#twotheta, yobs, ycal, bkg, diff
2.524000e+001,6.798262e+003,6.742961e+003,6.718988e+003,5.530118e+001
2.525000e+001,6.738820e+003,6.738287e+003,6.714468e+003,5.328937e-001
2.526000e+001,6.777231e+003,6.733628e+003,6.709951e+003,4.360236e+001
2.527000e+001,6.563470e+003,6.728984e+003,6.705438e+003,-1.655143e+002
2.528000e+001,6.760738e+003,6.724354e+003,6.700928e+003,3.638370e+001
2.529000e+001,6.869085e+003,6.719738e+003,6.696422e+003,1.493461e+002
2.530000e+001,6.742207e+003,6.715137e+003,6.691919e+003,2.707050e+001
2.531000e+001,6.656155e+003,6.710548e+003,6.687420e+003,-5.439307e+001
2.532000e+001,6.671810e+003,6.705974e+003,6.682923e+003,-3.416328e+001
2.533000e+001,6.735217e+003,6.701413e+003,6.678431e+003,3.380471e+001
2.534000e+001,6.668808e+003,6.696865e+003,6.673941e+003,-2.805656e+001
2.535000e+001,6.596916e+003,6.692330e+003,6.669455e+003,-9.541388e+001
2.536000e+001,6.678580e+003,6.687808e+003,6.664973e+003,-9.228545e+000
2.537000e+001,6.695299e+003,6.683299e+003,6.660494e+003,1.199992e+001
2.538000e+001,6.663398e+003,6.678804e+003,6.656018e+003,-1.540601e+001
2.539000e+001,6.512559e+003,6.674320e+003,6.651545e+003,-1.617619e+002
2.540000e+001,6.707952e+003,6.669850e+003,6.647077e+003,3.810184e+001
2.541000e+001,6.752060e+003,6.665393e+003,6.642611e+003,8.666769e+001
